,prov_name,prov_code,municipality,latitude,longitude,area (kmq),high_hydraulic_risk_area_p3 (%),medium_hydraulic_risk_area_p2 (%),low_hydraulic_risk_area_p1 (%),very_high_landslide_risk_area_p4 (%),high_landslide_risk_area_p3 (%),medium_landslide_risk_area_p2 (%),low_landslide_risk_area_p1 (%),attention_area (%),resident_population (n),high_hydraulic_risk_population_p3 (%),medium_hydraulic_risk_population_p2 (%),low_hydraulic_risk_population_p1 (%),very_high_landslide_risk_population_p4 (%),high_landslide_risk_population_p3 (%),medium_landslide_risk_population_p2 (%),low_landslide_risk_population_p1 (%),attention_population (%),resident_family (n),high_hydraulic_risk_family_p3 (%),medium_hydraulic_risk_family_p2 (%),low_hydraulic_risk_family_p1 (%),very_high_landslide_risk_family_p4 (%),high_landslide_risk_family_p3 (%),medium_landslide_risk_family_p2 (%),low_landslide_risk_family_p1 (%),attention_family (%),building (n),high_hydraulic_risk_building_p3 (%),medium_hydraulic_risk_building_p2 (%),low_hydraulic_risk_building_p1 (%),very_high_landslide_risk_building_p4 (%),high_landslide_risk_building_p3 (%),medium_landslide_risk_building_p2 (%),low_landslide_risk_building_p1 (%),attention_building (%),enterprise (n),high_hydraulic_risk_enterprise_p3 (%),medium_hydraulic_risk_enterprise_p2 (%),low_hydraulic_risk_enterprise_p1 (%),very_high_landslide_risk_enterprise_p4 (%),high_landslide_risk_enterprise_p3 (%),medium_landslide_risk_enterprise_p2 (%),low_landslide_risk_enterprise_p1 (%),attention_enterprise (%),cultural_heritage (n),high_hydraulic_risk_cultural_heritage_p3 (%),medium_hydraulic_risk_cultural_heritage_p2 (%),low_hydraulic_risk_cultural_heritage_p1 (%),very_high_landslide_risk_cultural_heritage_p4 (%),high_landslide_risk_cultural_heritage_p3 (%),medium_landslide_risk_cultural_heritage_p2 (%),low_landslide_risk_cultural_heritage_p1 (%),attention_cultural_heritage (%)
104,Modena,MO,San Possidonio,44.89099436,10.99678633,17.058,8.665,100.023,100.023,0.0,0.0,0.0,0.0,0.0,3621,0.967,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1434,0.976,100.0,100.0,0.0,0.0,0.0,0.0,0.0,994,1.408,100.0,100.0,0.0,0.0,0.0,0.0,0.0,190,1.579,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0
105,Reggio Emilia,RE,Toano,44.37638071,10.55894757,67.254,2.758,3.491,4.357,7.956,38.682,0.039,0.0,0.0,4458,1.795,2.378,2.378,4.038,37.55,0.0,0.0,0.0,1920,1.667,2.188,2.344,3.958,36.771,0.0,0.0,0.0,1958,1.175,1.685,1.839,3.728,33.401,0.0,0.0,0.0,341,4.106,4.985,7.331,4.692,39.296,0.0,0.0,0.0,20,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0
106,Reggio Emilia,RE,Vetto,44.48404763,10.33924241,53.373,4.379,5.259,5.743,11.176,6.211,0.007,0.0,0.0,1956,0.102,1.84,1.84,5.061,3.17,0.0,0.0,0.0,915,0.219,1.858,2.295,5.027,3.497,0.0,0.0,0.0,1241,0.403,2.015,2.498,4.835,3.062,0.0,0.0,0.0,171,0.585,2.339,2.924,4.678,3.509,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Modena,MO,Pievepelago,44.20702795,10.61697591,76.534,0.619,1.394,1.459,3.0,19.185,9.54,0.08,0.0,2241,1.071,8.166,8.166,8.3,17.671,24.855,0.0,0.0,1072,1.026,8.022,8.022,8.022,17.724,25.373,0.0,0.0,1596,0.815,5.138,5.138,8.835,20.927,18.734,0.0,0.0,267,1.124,11.236,11.236,5.993,9.738,29.588,0.0,0.0,13,7.692,7.692,7.692,0.0,7.692,23.077,0.0,0.0
108,Modena,MO,Polinago,44.34435962,10.72311171,53.739,1.172,1.517,1.517,8.917,21.804,2.812,0.0,0.0,1742,0.861,1.607,1.607,8.611,22.905,1.665,0.0,0.0,830,0.843,1.446,1.446,8.554,21.928,1.566,0.0,0.0,1214,0.988,1.647,1.647,7.661,23.97,2.471,0.0,0.0,137,0.73,1.46,1.46,9.489,23.358,1.46,0.0,0.0,13,15.385,15.385,15.385,7.692,23.077,0.0,0.0,0.0
109,Modena,MO,Castelfranco Emilia,44.59636639,11.05298979,102.511,7.998,99.749,99.993,0.0,0.0,0.0,0.0,0.0,31656,13.514,99.75,99.75,0.0,0.0,0.0,0.0,0.0,13064,13.556,99.732,99.969,0.0,0.0,0.0,0.0,0.0,5193,14.192,99.153,99.904,0.0,0.0,0.0,0.0,0.0,1869,8.4,98.288,99.893,0.0,0.0,0.0,0.0,0.0,105,20.952,104.762,104.762,0.0,0.0,0.0,0.0,0.0
110,Bologna,BO,Castel di Casio,44.1630604,11.03637007,47.326,3.307,5.572,5.572,1.809,37.8,3.867,17.534,36.02,3479,1.523,6.324,6.324,0.747,8.652,10.233,47.427,32.768,1619,1.482,6.238,6.238,0.803,8.956,10.624,47.498,32.057,1580,0.949,4.684,4.684,1.013,14.81,11.013,42.215,30.506,183,1.639,6.557,6.557,0.546,8.197,9.29,40.984,40.984,13,0.0,0.0,0.0,0.0,7.692,0.0,92.308,0.0
111,Bologna,BO,San Lazzaro di Savena,44.47047676,11.40805744,44.724,5.199,42.883,42.883,0.297,5.266,0.0,0.481,9.255,31091,1.705,33.852,33.852,0.302,1.039,0.0,0.196,0.891,14257,1.704,33.857,33.857,0.288,0.975,0.0,0.203,0.814,3812,2.597,48.715,48.715,0.42,1.469,0.0,0.551,1.836,2989,1.74,50.017,50.017,0.167,0.703,0.0,0.1,0.836,55,1.818,50.909,50.909,5.455,0.0,0.0,0.0,7.273
112,Ferrara,FE,Cento,44.72755647,11.29060992,64.742,18.487,99.981,99.997,0.0,0.0,0.0,0.0,0.0,34723,36.434,99.991,99.991,0.0,0.0,0.0,0.0,0.0,14311,37.468,99.993,100.0,0.0,0.0,0.0,0.0,0.0,8818,28.328,99.977,100.0,0.0,0.0,0.0,0.0,0.0,2387,45.999,100.0,100.0,0.0,0.0,0.0,0.0,0.0,242,48.76,107.851,107.851,0.0,0.0,0.0,0.0,0.0
113,Reggio Emilia,RE,Ventasso,44.3698,10.3244,258.172,1.495,1.791,1.806,8.494,23.129,0.407,0.052,0.0,4407,0.182,0.272,0.272,5.9,50.556,1.634,0.0,0.0,2266,0.221,0.265,0.265,5.825,49.912,1.5,0.0,0.0,4420,0.294,0.339,0.339,6.561,50.747,1.199,0.0,0.0,418,0.239,0.478,0.478,5.263,48.565,1.435,0.0,0.0,27,0.0,0.0,0.0,7.407,40.741,0.0,0.0,0.0
114,Bologna,BO,Alto Reno Terme,44.1601,10.9733,73.622,1.453,3.195,3.195,1.592,9.197,0.659,4.084,44.481,6967,7.866,23.425,23.425,0.689,2.11,5.612,30.745,57.112,3250,8.246,24.4,24.4,0.615,1.969,5.108,29.046,57.938,3087,4.179,12.213,12.213,0.518,2.494,2.753,14.772,62.844,613,15.171,48.124,48.124,0.326,0.979,3.589,17.945,76.183,38,7.895,18.421,18.421,0.0,2.632,0.0,21.053,68.421
115,Rimini,RN,Montescudo-Monte Colombo,43.9211,12.5533,32.348,2.724,3.181,4.782,9.277,9.821,0.0,0.0,0.0,6606,0.136,0.227,0.227,0.727,2.982,0.0,0.0,0.0,2717,0.11,0.184,0.736,0.773,3.055,0.0,0.0,0.0,1870,0.267,0.374,1.283,1.497,4.492,0.0,0.0,0.0,387,0.258,0.517,1.809,1.292,3.876,0.0,0.0,0.0,43,0.0,0.0,0.0,2.326,6.977,0.0,0.0,0.0
116,Bologna,BO,San Pietro in Casale,44.70262524,11.40619416,65.856,76.224,99.991,99.991,0.0,0.0,0.0,0.0,0.0,11736,87.483,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5081,87.699,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2088,83.333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,715,86.434,100.0,100.0,0.0,0.0,0.0,0.0,0.0,36,94.444,119.444,119.444,0.0,0.0,0.0,0.0,0.0
117,Bologna,BO,Castello d'Argile,44.68123191,11.29660018,29.071,32.727,99.997,99.997,0.0,0.0,0.0,0.0,0.0,6458,11.598,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2703,10.803,100.0,100.0,0.0,0.0,0.0,0.0,0.0,998,15.531,100.0,100.0,0.0,0.0,0.0,0.0,0.0,408,8.088,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15,26.667,120.0,120.0,0.0,0.0,0.0,0.0,0.0
118,Parma,PR,Palanzano,44.43535314,10.19240365,69.802,1.884,2.132,2.683,3.974,25.193,7.424,0.0,0.0,1165,0.773,0.773,0.773,1.888,41.545,4.034,0.0,0.0,644,0.776,0.776,3.106,2.019,41.615,4.348,0.0,0.0,1312,0.838,0.838,3.659,2.134,42.149,4.421,0.0,0.0,116,0.862,0.862,3.448,0.862,45.69,1.724,0.0,0.0,6,0.0,0.0,0.0,16.667,33.333,0.0,0.0,0.0
119,Parma,PR,Terenzo,44.61000551,10.08763674,72.696,2.007,2.238,2.462,12.895,21.027,1.933,0.0,0.0,1195,1.423,1.506,1.506,8.117,21.088,0.837,0.0,0.0,597,1.173,1.34,1.508,7.538,21.273,0.838,0.0,0.0,938,1.066,1.173,1.279,6.077,22.708,0.959,0.0,0.0,80,2.5,2.5,2.5,5.0,16.25,0.0,0.0,0.0,8,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0
120,Parma,PR,Valmozzola,44.5682637,9.88488216,67.641,1.767,1.92,1.972,14.082,21.533,3.375,0.0,0.0,567,1.235,1.235,1.235,5.996,15.873,1.587,0.0,0.0,313,1.278,1.278,1.278,6.07,15.974,1.597,0.0,0.0,577,1.04,1.213,1.213,6.066,16.118,1.733,0.0,0.0,31,3.226,3.226,3.226,9.677,16.129,0.0,0.0,0.0,7,14.286,14.286,14.286,0.0,14.286,0.0,0.0,0.0
121,Reggio Emilia,RE,Luzzara,44.9600928,10.68587518,38.524,19.559,19.949,100.036,0.0,0.0,0.0,0.0,0.0,9169,0.6,0.643,0.643,0.0,0.0,0.0,0.0,0.0,3443,0.581,0.61,100.0,0.0,0.0,0.0,0.0,0.0,2433,0.452,0.452,100.0,0.0,0.0,0.0,0.0,0.0,512,0.195,0.195,100.0,0.0,0.0,0.0,0.0,0.0,225,1.778,1.778,101.333,0.0,0.0,0.0,0.0,0.0
122,Reggio Emilia,RE,Montecchio Emilia,44.70013955,10.44658013,24.387,5.815,100.045,100.045,0.0,0.0,0.0,0.0,0.0,10201,0.823,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4197,0.858,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2171,1.428,100.0,100.0,0.0,0.0,0.0,0.0,0.0,895,0.782,100.0,100.0,0.0,0.0,0.0,0.0,0.0,17,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
123,Bologna,BO,Casalfiumanese,44.29762885,11.6162058,82.028,3.918,11.279,11.279,0.299,30.798,0.48,0.87,36.529,3461,4.507,21.034,21.034,0.347,6.761,0.636,5.634,39.237,1458,4.664,21.536,21.536,0.412,6.859,0.754,6.241,38.134,968,4.959,22.417,22.417,0.517,11.674,0.93,9.504,31.302,248,7.258,43.952,43.952,0.403,6.048,0.403,8.871,25.0,20,0.0,25.0,25.0,5.0,5.0,0.0,20.0,20.0
124,Modena,MO,Riolunato,44.23049165,10.65302864,44.913,0.539,0.677,0.677,1.191,22.604,12.4,0.0,0.0,759,0.132,0.132,0.132,1.449,40.843,15.81,0.0,0.0,370,0.27,0.27,0.27,1.351,41.351,16.216,0.0,0.0,740,0.135,0.27,0.27,1.622,37.838,17.027,0.0,0.0,71,0.0,0.0,0.0,0.0,38.028,11.268,0.0,0.0,15,0.0,0.0,0.0,0.0,13.333,53.333,0.0,0.0
125,Bologna,BO,Castenaso,44.50891745,11.46878718,35.733,6.988,99.986,99.986,0.0,0.0,0.0,0.0,0.0,14352,1.366,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6338,1.325,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1560,2.628,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1459,1.988,100.0,100.0,0.0,0.0,0.0,0.0,0.0,45,13.333,100.0,100.0,0.0,0.0,0.0,0.0,0.0
126,Bologna,BO,Pianoro,44.38510945,11.34325984,107.129,1.732,7.825,7.825,0.324,17.608,0.369,1.026,34.696,16890,3.529,23.215,23.215,0.243,3.233,0.663,3.795,60.255,7535,3.636,23.942,23.942,0.239,3.344,0.597,3.928,59.841,2240,3.17,22.589,22.589,0.223,5.58,1.027,5.134,49.821,1589,4.091,33.04,33.04,0.315,3.839,0.566,2.58,61.863,28,7.143,14.286,14.286,0.0,3.571,0.0,3.571,75.0
127,Bologna,BO,San Giorgio di Piano,44.64698354,11.3751386,30.433,4.38,99.99,99.99,0.0,0.0,0.0,0.0,0.0,8201,2.67,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3533,2.519,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1220,2.705,100.0,100.0,0.0,0.0,0.0,0.0,0.0,735,5.85,100.0,100.0,0.0,0.0,0.0,0.0,0.0,34,5.882,108.824,108.824,0.0,0.0,0.0,0.0,0.0
128,Forlì-Cesena,FC,Tredozio,44.07935407,11.7437038,62.199,0.802,0.871,0.871,15.002,18.659,4.251,2.105,0.0,1259,9.134,14.615,14.615,3.971,7.784,1.747,0.874,0.0,607,9.061,14.662,14.662,3.954,7.743,1.812,0.824,0.0,625,7.04,11.2,11.2,6.24,12.0,6.72,1.12,0.0,90,10.0,16.667,16.667,2.222,6.667,4.444,1.111,0.0,40,50.0,62.5,62.5,10.0,0.0,0.0,0.0,0.0
129,Ferrara,FE,Comacchio,44.69462384,12.18387254,283.746,3.092,99.88,99.883,0.0,0.0,0.0,0.0,0.0,22648,5.594,99.929,99.929,0.0,0.0,0.0,0.0,0.0,10594,5.295,99.924,99.924,0.0,0.0,0.0,0.0,0.0,9077,5.013,99.89,99.912,0.0,0.0,0.0,0.0,0.0,2778,5.004,99.82,99.82,0.0,0.0,0.0,0.0,0.0,99,0.0,98.99,98.99,0.0,0.0,0.0,0.0,0.0
130,Bologna,BO,Pieve di Cento,44.71363268,11.30700366,15.937,84.332,99.994,99.994,0.0,0.0,0.0,0.0,0.0,6895,47.121,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2857,45.817,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1323,46.41,100.0,100.0,0.0,0.0,0.0,0.0,0.0,507,36.095,100.0,100.0,0.0,0.0,0.0,0.0,0.0,46,19.565,100.0,100.0,0.0,0.0,0.0,0.0,0.0
131,Ferrara,FE,Copparo,44.89547576,11.82871999,157.004,25.317,99.955,99.955,0.0,0.0,0.0,0.0,0.0,17017,7.792,100.0,100.0,0.0,0.0,0.0,0.0,0.0,7709,7.303,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4729,9.918,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1053,5.603,100.0,100.0,0.0,0.0,0.0,0.0,0.0,53,11.321,100.0,100.0,0.0,0.0,0.0,0.0,0.0
132,Bologna,BO,Imola,44.35307392,11.71415595,205.021,10.261,69.209,69.209,0.0,1.632,0.0,0.0,7.032,67892,3.361,61.314,61.314,0.0,0.084,0.0,0.0,1.209,29936,3.18,61.167,61.17,0.0,0.07,0.0,0.0,1.062,9422,5.243,65.655,65.655,0.0,0.255,0.0,0.0,2.951,5626,1.244,65.855,65.855,0.0,0.107,0.0,0.0,1.209,251,2.39,72.51,72.51,0.0,0.797,0.0,0.0,1.195
133,Bologna,BO,Loiano,44.27017987,11.32172919,52.406,0.91,2.565,2.565,4.112,20.772,2.336,8.005,41.869,4434,0.158,2.346,2.346,1.263,4.962,1.669,52.391,25.147,2092,0.143,2.438,2.438,1.338,4.78,1.625,52.247,25.717,1585,0.315,3.091,3.091,1.767,7.697,1.767,31.861,39.621,330,0.0,1.515,1.515,1.212,7.273,1.212,57.879,21.212,21,0.0,0.0,0.0,0.0,4.762,9.524,52.381,19.048
134,Bologna,BO,Malalbergo,44.71890504,11.53397861,53.816,66.906,99.983,99.983,0.0,0.0,0.0,0.0,0.0,8771,38.194,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3832,37.578,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1647,38.009,100.0,100.0,0.0,0.0,0.0,0.0,0.0,649,28.351,100.0,100.0,0.0,0.0,0.0,0.0,0.0,24,95.833,108.333,108.333,0.0,0.0,0.0,0.0,0.0
135,Bologna,BO,Monghidoro,44.21944409,11.31663057,48.281,0.387,1.102,1.102,2.556,25.501,5.746,16.949,49.249,3806,0.079,0.236,0.236,1.13,4.151,9.827,66.211,18.655,1819,0.055,0.22,0.22,1.264,4.453,10.39,63.991,19.846,2125,0.094,0.376,0.376,1.6,6.071,12.988,50.871,28.424,325,0.0,0.308,0.308,0.923,3.692,8.615,69.538,17.231,16,0.0,0.0,0.0,0.0,6.25,6.25,75.0,12.5
136,Bologna,BO,Vergato,44.28394026,11.11278346,59.94,2.594,5.657,5.657,2.276,25.951,1.198,6.989,33.841,7642,13.099,46.598,46.598,1.767,15.86,4.423,24.392,41.9,3521,12.951,46.18,46.18,1.761,15.479,3.976,24.027,42.431,1974,7.751,28.065,28.065,1.621,16.869,3.394,24.975,36.677,591,17.936,49.746,49.746,2.2,24.196,2.538,17.597,42.64,25,4.0,40.0,40.0,0.0,8.0,0.0,16.0,52.0
137,Ferrara,FE,Argenta,44.61443583,11.83704263,311.663,11.878,99.951,99.951,0.0,0.0,0.0,0.0,0.0,22133,3.081,100.0,100.0,0.0,0.0,0.0,0.0,0.0,9520,2.983,100.0,100.0,0.0,0.0,0.0,0.0,0.0,9109,2.799,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1472,3.397,100.0,100.0,0.0,0.0,0.0,0.0,0.0,71,7.042,102.817,102.817,0.0,0.0,0.0,0.0,0.0
138,Bologna,BO,Minerbio,44.62520112,11.49080289,43.066,14.975,99.984,99.984,0.0,0.0,0.0,0.0,0.0,8674,10.964,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3794,10.411,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1567,11.104,100.0,100.0,0.0,0.0,0.0,0.0,0.0,687,8.151,100.0,100.0,0.0,0.0,0.0,0.0,0.0,41,4.878,112.195,112.195,0.0,0.0,0.0,0.0,0.0
139,Bologna,BO,Sasso Marconi,44.39437522,11.24491727,96.449,3.27,8.927,8.927,0.648,10.491,0.056,0.476,15.415,14545,1.499,9.77,9.77,0.172,2.406,0.007,0.529,4.517,6435,1.616,9.852,9.852,0.155,2.331,0.016,0.528,4.646,2663,2.178,10.101,10.101,0.338,5.595,0.0,0.901,8.9,1327,1.507,7.536,7.536,0.151,2.411,0.0,0.528,3.919,56,1.786,19.643,19.643,0.0,0.0,0.0,0.0,8.929
140,Ravenna,RA,Bagnacavallo,44.41630012,11.97697277,79.579,23.572,99.94,99.94,0.0,0.0,0.0,0.0,0.0,16715,13.162,100.0,100.0,0.0,0.0,0.0,0.0,0.0,7537,12.658,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5224,13.917,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1236,8.576,100.0,100.0,0.0,0.0,0.0,0.0,0.0,212,2.358,100.0,100.0,0.0,0.0,0.0,0.0,0.0
141,Modena,MO,Cavezzo,44.83770031,11.02990462,26.772,12.584,100.019,100.019,0.0,0.0,0.0,0.0,0.0,7196,2.654,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2912,2.438,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1787,4.309,100.0,100.0,0.0,0.0,0.0,0.0,0.0,411,2.92,100.0,100.0,0.0,0.0,0.0,0.0,0.0,8,25.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0
142,Modena,MO,Concordia sulla Secchia,44.91223653,10.98281203,40.945,9.261,99.866,100.017,0.0,0.0,0.0,0.0,0.0,8968,4.951,99.967,99.967,0.0,0.0,0.0,0.0,0.0,3543,4.968,99.972,100.0,0.0,0.0,0.0,0.0,0.0,2381,4.956,99.958,100.0,0.0,0.0,0.0,0.0,0.0,439,6.15,100.0,100.0,0.0,0.0,0.0,0.0,0.0,24,8.333,108.333,108.333,0.0,0.0,0.0,0.0,0.0
143,Parma,PR,Collecchio,44.75280057,10.21579629,58.831,10.138,14.317,23.97,0.653,0.08,0.107,0.0,0.0,13893,0.864,1.526,1.526,0.094,0.014,0.95,0.0,0.0,6082,0.888,1.578,4.62,0.066,0.016,0.904,0.0,0.0,2558,1.29,2.189,5.981,0.156,0.0,0.743,0.0,0.0,1329,0.527,0.752,3.16,0.075,0.0,0.527,0.0,0.0,41,0.0,0.0,2.439,0.0,0.0,0.0,0.0,0.0
144,Parma,PR,Colorno,44.92879525,10.37564974,48.406,33.812,100.052,100.052,0.0,0.0,0.0,0.0,0.0,8920,15.448,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3728,15.317,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1915,22.507,100.0,100.0,0.0,0.0,0.0,0.0,0.0,655,20.458,100.0,100.0,0.0,0.0,0.0,0.0,0.0,143,30.769,100.699,100.699,0.0,0.0,0.0,0.0,0.0
145,Piacenza,PC,Fiorenzuola d'Arda,44.92865482,9.90753067,59.769,2.66,58.678,61.488,0.0,0.0,0.0,0.0,0.0,14886,11.816,28.275,28.275,0.0,0.0,0.0,0.0,0.0,6445,11.885,28.348,46.346,0.0,0.0,0.0,0.0,0.0,2561,9.488,33.268,51.777,0.0,0.0,0.0,0.0,0.0,1522,5.716,21.156,48.489,0.0,0.0,0.0,0.0,0.0,91,0.0,51.648,75.824,0.0,0.0,0.0,0.0,0.0
146,Piacenza,PC,Besenzone,44.98756521,9.95361533,23.947,3.867,100.067,100.067,0.0,0.0,0.0,0.0,0.0,976,2.254,100.0,100.0,0.0,0.0,0.0,0.0,0.0,392,2.041,100.0,100.0,0.0,0.0,0.0,0.0,0.0,375,2.667,100.0,100.0,0.0,0.0,0.0,0.0,0.0,64,3.125,100.0,100.0,0.0,0.0,0.0,0.0,0.0,29,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
147,Modena,MO,Pavullo nel Frignano,44.33947055,10.83398646,143.73,1.126,1.739,1.742,9.764,8.93,1.787,0.0,0.0,17198,0.605,0.663,0.663,2.686,2.128,4.942,0.0,0.0,7214,0.61,0.665,0.665,2.689,2.176,5.06,0.0,0.0,4538,0.595,0.749,0.749,4.187,4.033,5.267,0.0,0.0,1595,0.878,0.94,0.94,1.567,1.567,2.884,0.0,0.0,71,5.634,5.634,5.634,0.0,1.408,8.451,0.0,0.0
148,Piacenza,PC,Corte Brugnatella,44.7124657,9.37972249,46.309,3.718,3.718,3.898,3.444,23.615,0.555,0.0,0.0,671,11.475,11.475,11.475,2.683,16.393,23.1,0.0,0.0,382,11.518,11.518,16.23,2.618,15.969,22.513,0.0,0.0,784,7.015,7.015,9.566,2.041,18.75,12.5,0.0,0.0,56,25.0,25.0,35.714,5.357,7.143,28.571,0.0,0.0,9,0.0,0.0,0.0,0.0,22.222,11.111,0.0,0.0
149,Piacenza,PC,Gazzola,44.95930024,9.54713497,44.477,8.607,9.333,11.698,3.098,4.683,0.0,0.0,0.0,1999,8.904,9.205,9.205,1.401,1.201,0.0,0.0,0.0,909,9.461,9.681,10.231,1.54,1.43,0.0,0.0,0.0,1512,9.259,9.392,9.788,1.389,1.058,0.0,0.0,0.0,152,13.158,13.816,14.474,1.316,1.316,0.0,0.0,0.0,22,27.273,27.273,27.273,0.0,0.0,0.0,0.0,0.0
150,Piacenza,PC,Bobbio,44.76640748,9.3866028,106.521,2.788,3.388,3.749,4.94,22.323,0.059,0.0,0.0,3711,1.428,2.021,2.021,1.105,14.605,0.135,0.0,0.0,1930,1.399,1.969,5.44,1.295,15.181,0.104,0.0,0.0,2730,1.136,1.429,4.212,2.418,22.491,0.11,0.0,0.0,360,1.111,1.667,9.722,0.278,9.444,0.0,0.0,0.0,51,3.922,5.882,5.882,0.0,3.922,0.0,0.0,0.0
151,Reggio Emilia,RE,Albinea,44.61962564,10.60205897,43.888,3.053,44.794,44.887,4.694,5.275,0.0,0.0,0.0,8755,0.788,76.425,76.425,0.457,0.777,0.0,0.0,0.0,3613,0.72,76.778,76.806,0.443,0.72,0.0,0.0,0.0,2105,0.808,64.561,64.608,0.855,1.33,0.0,0.0,0.0,706,3.541,83.428,83.428,0.567,0.85,0.0,0.0,0.0,45,4.444,60.0,60.0,0.0,0.0,0.0,0.0,0.0
152,Parma,PR,Varsi,44.66291223,9.84568279,80.064,2.244,2.454,2.527,19.527,25.557,4.039,0.0,0.0,1281,1.093,1.171,1.171,12.646,54.489,1.171,0.0,0.0,724,0.967,0.967,1.105,13.536,52.901,1.243,0.0,0.0,1341,1.119,1.193,1.193,17.748,46.98,1.193,0.0,0.0,85,1.176,1.176,1.176,16.471,60.0,1.176,0.0,0.0,9,0.0,0.0,0.0,22.222,33.333,11.111,0.0,0.0
153,Parma,PR,Pellegrino Parmense,44.73332758,9.92683827,82.079,0.807,0.847,1.846,11.407,13.642,5.492,0.0,0.0,1066,1.407,1.407,1.407,6.848,15.009,14.634,0.0,0.0,560,1.429,1.429,16.786,6.786,15.357,14.107,0.0,0.0,941,0.956,0.956,10.946,6.27,15.622,11.477,0.0,0.0,80,2.5,2.5,27.5,6.25,12.5,16.25,0.0,0.0,12,0.0,0.0,16.667,16.667,8.333,8.333,0.0,0.0
154,Modena,MO,Soliera,44.73814012,10.92473124,50.928,11.609,100.022,100.022,0.0,0.0,0.0,0.0,0.0,15061,2.012,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6044,1.803,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2866,3.28,100.0,100.0,0.0,0.0,0.0,0.0,0.0,919,1.523,100.0,100.0,0.0,0.0,0.0,0.0,0.0,14,0.0,135.714,135.714,0.0,0.0,0.0,0.0,0.0
155,Modena,MO,Spilamberto,44.5337143,11.02374056,29.792,3.592,43.384,47.711,0.0,0.0,0.0,0.0,0.0,12130,1.467,78.145,78.145,0.0,0.0,0.0,0.0,0.0,5010,1.417,79.042,79.521,0.0,0.0,0.0,0.0,0.0,2544,1.415,71.895,72.877,0.0,0.0,0.0,0.0,0.0,1043,1.918,78.523,79.099,0.0,0.0,0.0,0.0,0.0,29,0.0,144.828,144.828,0.0,0.0,0.0,0.0,0.0
156,Modena,MO,Sassuolo,44.54032551,10.78270189,38.403,6.031,50.684,51.915,4.359,2.942,0.036,0.0,0.0,39885,0.213,92.461,92.461,0.138,0.098,0.003,0.0,0.0,16098,0.199,92.98,93.018,0.137,0.093,0.0,0.0,0.0,6379,0.423,86.393,86.487,0.329,0.219,0.0,0.0,0.0,4448,0.585,95.661,95.796,0.135,0.067,0.0,0.0,0.0,61,0.0,113.115,113.115,0.0,0.0,0.0,0.0,0.0
157,Modena,MO,Castelnuovo Rangone,44.54913164,10.93964894,22.441,1.332,34.388,37.739,0.0,0.0,0.0,0.0,0.0,14116,0.12,57.013,57.013,0.0,0.0,0.0,0.0,0.0,5656,0.124,56.4,57.656,0.0,0.0,0.0,0.0,0.0,2318,0.216,48.576,49.396,0.0,0.0,0.0,0.0,0.0,1255,0.239,57.291,58.327,0.0,0.0,0.0,0.0,0.0,12,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
