,ANNO,ID_OPERA,PROGR,TIPO_OPERA,STATO,MATERIALE,MACR,COMUNE,ORIENTAZIO,NOTE,H_MED_MSL,H_MIN_MSL,H_MAX_MSL,L_OPERA_M,AMP_BASE,AMP_VARCO,D_RIVA_M,FONT_DRIVA,ANNO_COSTR,ENTE_COSTR,INTERVENTO,NOTE_INT,ANNO_INT,ENTE_INT,ESO_M,VOLO,SHAPE_AREA,SHAPE_LEN
607,2020.0,128.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,,0.17748837,-2.71000004,1.71000004,110.0,18-20,10,100.0,Linea 2019,1959,STATO-OPERE MARITTIME,nessuno,,0,,G14,Volo Costa 2019 AdbPo,1082.66245765,234.454770987
608,2020.0,129.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,,0.24056818,-2.61999989,1.86399996,110.0,18-20,10,100.0,Linea 2019,1960,STATO-OPERE MARITTIME,nessuno,,0,,G14,Volo Costa 2019 AdbPo,1091.41126205,230.612259068
609,2020.0,377.0,0.0,Infrastrutture minori,emersa,ACCIAIO E CALCESTRUZZO,2.0,RIMINI,N-S,PICCOLO MOLO,0.02233333,-0.38,0.257,65.0,,-,0.0,Linea 2019,,,nessuno,,0,,G11,Volo Costa 2019 AdbPo,96.50035614,131.855012315
610,2020.0,378.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE SEMIEMERSE,-1.010625,-1.77999997,0.17,20.0,,-,130.0,Linea 2019,,,nessuno,,0,,G12,Volo Costa 2019 AdbPo,411.24557076,88.2346685809
611,2020.0,379.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE SEMIEMERSE,-0.80250001,-1.62,0.206,25.0,,-,130.0,Linea 2019,,,nessuno,,0,,G12,Volo Costa 2019 AdbPo,521.77180609,117.354942766
612,2020.0,380.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE SEMIEMERSE,-0.70975,-1.75999999,0.33199999,20.0,,-,130.0,Linea 2019,,,nessuno,,0,,G12,Volo Costa 2019 AdbPo,419.697645055,85.148738752
613,2020.0,381.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE SEMIEMERSE,-0.73261541,-1.63,0.23899999,20.0,,-,130.0,Linea 2019,,,nessuno,,0,,G12,Volo Costa 2019 AdbPo,340.711782865,81.7783741255
614,2020.0,382.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE SEMIEMERSE,-0.80774999,-2.3900001,0.336,20.0,,-,130.0,Linea 2019,,,nessuno,,0,,G12,Volo Costa 2019 AdbPo,408.944422775,90.4266153959
615,2020.0,383.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NE-SO,PROTEZIONE MOLO,-0.32715386,-1.34000003,1.19700003,55.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,331.01094013,117.844852209
616,2020.0,384.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,DIFESA LONGITUDINALE COLLEGATA ALLA SCOGLIERA TRASVERSALE A PROTEZIONE DEL MOLO,0.53338462,-1.0,1.73800004,50.0,,-,0.0,Linea 2019,,,ampliamento,PROLUNGAMENTO,1991,,G14,Volo Costa 2019 AdbPo,285.15390638,113.943548206
617,2020.0,385.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,1.0,RICCIONE,NO-SE,PROTEZIONE MOLO,1.74582613,0.85299999,2.81100011,75.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,574.654091045,164.405954477
618,2020.0,386.0,0.0,Difesa longitudinale aderente,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NO-SE,,0.53200001,-0.052,1.37699997,25.0,,-,0.0,Linea 2019,,,nessuno,,0,,G3,Volo Costa 2019 AdbPo,250.729415575,69.7192787236
619,2020.0,387.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,PROTEZIONE MOLO,0.88077778,-0.022,1.79700005,40.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,233.306316335,82.2250318681
620,2020.0,388.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,6.0,COMACCHIO,N-S,SCOGLIERE RADENTI,1.46739125,0.57999998,2.08999991,55.0,,-,0.0,Linea 2019,1981,ERSA,manutenzione,RICARICA MASSI,1999,RER-STB,G35,Volo Costa 2019 AdbPo,573.83907354,116.087726532
621,2020.0,389.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,7.0,GORO,N-S,PROTEZIONE MOLO,0.10499921,-0.126,1.44200003,120.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,746.433047435,251.056892114
622,2020.0,608.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,3.0,RAVENNA,SE-NO,SOGLIA SOFFOLTA A PROTEZIONE DEI VARCHI TRA LE BARRIERE EMERSE,-1.653,-3.05999994,1.15999997,30.0,,,100.0,Linea 2019,2010,COMUNE DI RAVENNA,costruzione / installazione,RICALIBRATURA SOGLIA,2020-21,COMUNE DI RAVENNA,G23,Volo Costa 2019 AdbPo,254.02509267,78.6743151297
623,2020.0,609.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,3.0,RAVENNA,N-S,,-1.22500002,-2.99000001,0.57999998,120.0,,25,110.0,Linea 2019,,,manutenzione,Nuova ricalibratura delle scogliere emerse esisten,2020-21,COMUNE DI RAVENNA,G23,Volo Costa 2019 AdbPo,989.31538958,259.40760934
624,2020.0,631.0,0.0,Argine interno,emersa,SABBIA E TERRA RINFORZATA,5.0,RAVENNA,O-E,ARGINE FLUVIALE (FIUME RENO) IN SABBIA E TERRA RINFORZATA,2.74481821,0.82999998,5.86999989,2800.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,16380.5755656,5469.53216798
625,2020.0,632.0,0.0,Argine interno,emersa,SABBIA E TERRA RINFORZATA,5.0,RAVENNA,,ARGINE FLUVIALE (FIUME RENO) IN SABBIA E TERRA RINFORZATA,3.18723679,0.92000002,4.26999998,5400.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,31815.3116633,10656.8553385
626,2020.0,374.0,0.0,Infrastrutture minori,emersa,ACCIAIO E CALCESTRUZZO,2.0,BELLARIA-IGEA MARINA,NE-SO,PICCOLO MOLO,-0.64333338,-0.91000003,-0.36000001,60.0,,-,0.0,Linea 2019,,,nessuno,,0,,G14,Volo Costa 2019 AdbPo,106.26961535,107.586078034
627,2020.0,366.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,3.0,CESENATICO,NO-SE,SCOGLIERA,-1.80828452,-4.17999983,-0.49000001,750.0,,-,250.0,Linea 2019,2002,STATO-OPERE MARITTIME,manutenzione,RICARICA PARZIALE,2014,RER/STB,G19,Volo Costa 2019 AdbPo,11951.1761446,1520.10304488
628,2020.0,367.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,4.0,RAVENNA,E-O,,0.83881819,-0.25,1.96000004,75.0,,-,0.0,Linea 2019,,,nessuno,,0,,G25,Volo Costa 2019 AdbPo,870.339178145,157.94731861
629,2020.0,368.0,0.0,Difesa trasversale soffolta,relitta,SACCHI DI SABBIA,4.0,RAVENNA, O-E,RESIDUO DI UN VECCHIO PENNELLO,-1.20330906,-2.33999991,0.95999998,90.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1368.65506249,256.093914542
630,2020.0,369.0,0.0,Difesa area portuale,emersa,TERRA E MASSI CALCAREI,7.0,GORO,E-O,ARGINE IN TERRA E MASSI CALCAREI (PROTEZIONE MOLO),0.89056998,-2.33714414,2.1099999,210.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,2741.98744367,574.965594745
631,2020.0,285.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,6.0,COMACCHIO,NE-SO,PROTEZIONE MOLO,-0.01985691,-1.77051604,1.824,325.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,1446.84666609,647.852304296
632,2020.0,286.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,6.0,COMACCHIO,ENE-OSO,,1.31553996,-1.46000004,3.03900003,380.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,5327.71871406,768.275265805
633,2020.0,287.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,6.0,COMACCHIO,NNO-SSE,,0.05527672,-0.4311434,0.66000003,80.0,,-,40.0,Linea 2019,1945,GENIO CIVILE OP.MARITTIME,nessuno,,0,,G32,Volo Costa 2019 AdbPo,603.841553385,180.441656094
634,2020.0,288.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,6.0,COMACCHIO,NNO-SSE,,-0.42052928,-1.58298099,0.19565333,90.0,,-,60.0,Linea 2019,1945,GENIO CIVILE OP.MARITTIME,nessuno,,0,,G32,Volo Costa 2019 AdbPo,704.757345915,191.90797573
635,2020.0,289.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,6.0,COMACCHIO,NNO-SSE,,-0.48687977,-1.27274251,0.24501762,90.0,,50,130.0,Linea 2019,1945,GENIO CIVILE OP.MARITTIME,nessuno,,0,,G32,Volo Costa 2019 AdbPo,594.124714475,193.038364078
636,2020.0,290.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,6.0,COMACCHIO,NNO-SSE,,0.01241513,-0.60398394,0.49335435,50.0,,20,60.0,Linea 2019,1966-1971,GENIO CIVILE OP.MARITTIME,nessuno,,0,,G32,Volo Costa 2019 AdbPo,542.20339244,112.148155813
637,2020.0,291.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,6.0,COMACCHIO,NNO-SSE,,0.08888638,-1.032547,0.54779589,50.0,,30,80.0,Linea 2019,1966-1971,GENIO CIVILE OP.MARITTIME,nessuno,,0,,G32,Volo Costa 2019 AdbPo,525.54439499,115.978289894
638,2020.0,292.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,6.0,COMACCHIO,NNE-SSO,,-0.13290508,-1.06530356,0.49511078,110.0,,60,90.0,Linea 2019,1966-1971,GENIO CIVILE OP.MARITTIME,nessuno,,0,,G33,Volo Costa 2019 AdbPo,1029.87505612,241.149200354
639,2020.0,130.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,,-0.02816666,-3.08999991,1.13600004,110.0,18-20,15,100.0,Linea 2019,1960,STATO-OPERE MARITTIME,nessuno,,0,,G14,Volo Costa 2019 AdbPo,1028.5389889,234.752515093
640,2020.0,131.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,,0.41295746,-3.07999992,1.74800003,110.0,18-20,15,100.0,Linea 2019,1960,STATO-OPERE MARITTIME,nessuno,,0,,G14,Volo Costa 2019 AdbPo,1161.73553726,241.60452437
641,2020.0,132.0,0.0,Foce armata,emersa,MASSI CALCAREI,2.0,SAVIGNANO SUL RUBICONE,ENE-OSO,PENNELLO,-0.52226561,-2.50999999,1.85000002,230.0,,-,0.0,Linea 2019,,STATO-OPERE MARITTIME,manutenzione,MANUTENZIONE,2002,,,Volo Costa 2019 AdbPo,873.696341065,277.71006625
642,2020.0,133.0,0.0,Difesa longitudinale distaccata,semi-soffolta,MASSI CALCAREI,2.0,SAVIGNANO SUL RUBICONE,NO-SE,ABBASSAMENTO DI UNA PRECEDENTE SCOGLIERA EMERSA FINO ALLA QUOTA DI -50 cm,-1.28111994,-2.77999997,0.104,85.0,18-20,-,190.0,Linea 2019,1964,STATO-OPERE MARITTIME,abbassamento,"RICARICATA ALLA QUOTA + 0,80",2020,RER-STB,G14,Volo Costa 2019 AdbPo,1313.33563577,190.728267294
643,2020.0,135.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,-0.36170587,-3.6099999,1.45799994,95.0,18-20,35,330.0,Linea 2019,1980,STATO-OPERE MARITTIME,nessuno,,0,,G17,Volo Costa 2019 AdbPo,841.311101905,202.08253902
644,2020.0,136.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,0.096125,-3.83999991,1.40999997,95.0,18-20,30,330.0,Linea 2019,1980,STATO-OPERE MARITTIME,nessuno,,0,,G17,Volo Costa 2019 AdbPo,984.033261095,202.432594948
645,2020.0,137.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,,ATOLLO,-1.16639996,-3.05999994,1.51400006,18.0,,30,330.0,Linea 2019,1980,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,249.789357845,56.0527932482
646,2020.0,138.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,-0.23614892,-3.56999993,1.50699997,100.0,18-20,30,330.0,Linea 2019,1980,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,1163.12895407,213.362201055
647,2020.0,139.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,,ATOLLO,-1.05999994,-4.07999992,1.36800003,18.0,,30,330.0,Linea 2019,1980,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,170.26748933,46.2824117688
648,2020.0,140.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,-0.38290697,-3.8599999,1.09000003,100.0,18-20,25,350.0,Linea 2019,1982,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,1005.42199423,212.087022476
649,2020.0,141.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,,ATOLLO,-2.01628566,-3.36999989,1.43299997,15.0,,25,340.0,Linea 2019,1982,STATO-OPERE MARITTIME,nessuno,,0,,G18,Volo Costa 2019 AdbPo,162.356281145,45.1953767456
650,2020.0,390.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI E CALCESTRUZZO,7.0,GORO,E-O,PROTEZIONE MOLO,0.53383142,-0.099,1.39300001,275.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,1359.4005792,559.354517483
651,2020.0,391.0,0.0,Area portuale,emersa,CALCESTRUZZO,7.0,GORO,,BANCHINA,1.02036047,-0.147,3.23799992,1000.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,27967.9788484,2774.82023703
652,2020.0,392.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,7.0,GORO,E-O,,0.11946377,0.01094382,0.30188426,55.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,220.726488475,111.539989537
653,2020.0,393.0,0.0,Area portuale,emersa,TERRA E CALCESTRUZZO,5.0,COMACCHIO,,,1.22945738,-0.177,2.35500002,1200.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,84541.563215,6181.39306755
654,2020.0,397.0,0.0,Pennello,emersa,LEGNO,5.0,COMACCHIO,NE-SO,PENNELLO IN PARTE SOMMERSO,0.95999998,-0.08,1.94000006,65.0,,,0.0,Linea 2019,2000,Servizio Tecnico Bacino - Po di Volano Difesa della Costa,manutenzione,Ripristino tratto ammalorato - Int. n. SU2018018,2018,Servizio Area reno e po di Volano,G31,Volo Costa 2019 AdbPo,118.75245708,134.869779324
655,2020.0,399.0,1.0,Argine interno,emersa,CALCESTRUZZO E TERRA RINFORZATA,7.0,GORO,,"MURO PERIMETRALE DI PROTEZIONE DEL FARO IN CALCESTRUZZO, LATERALMENTE  DUNE  ARTIFICIALI  RINFORZATE",1.55900168,0.72268379,3.50999999,130.0,,,0.0,Linea 2019,1958,,misto,,2020,Modifica  ufficio STPC FE,,Volo Costa 2019 AdbPo,344.922839135,348.421194552
656,2020.0,400.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,7.0,GORO,E-O,,0.88487393,-0.2121179,1.74000001,67.0,,,0.0,Linea 2019,2003,,ampliamento,PROLUNGAMENTO VERSO MARE DI CIRCA 20 METRI,2010,REGIONE,,Volo Costa 2019 AdbPo,339.251224125,144.372633962
657,2020.0,920.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.38,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,41.77875056,85.1436705949
658,2020.0,921.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,3.7,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,7.434394605,16.1229492393
659,2020.0,922.0,0.0,Muretto,emersa,STRUTTURA IN ACCIAIO INOX AISI 304/L PIENA CON GUARNIZIONI PER LA TENUTA IDRAULICA,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,1.75,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,2.39821824,6.36796809253
660,2020.0,923.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.0,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,18.680422595,38.9306292384
661,2020.0,924.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,1.98,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,12.81690246,27.2048413528
662,2020.0,925.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.04,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,11.88919516,25.35189172
663,2020.0,926.0,0.0,Muretto,emersa,STRUTTURA IN ACCIAIO INOX AISI 304/L PIENA CON GUARNIZIONI PER LA TENUTA IDRAULICA,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,1.59,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,2.497852435,6.56710446883
664,2020.0,927.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.72,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,26.0652583,53.6931470446
665,2020.0,928.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.68,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,21.024205265,43.6225835064
666,2020.0,1207.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,1.96,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,35.06068788,71.6922768406
667,2020.0,1208.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.3,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,3.996626615,9.56371324415
668,2020.0,1209.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.3,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,3.889633765,9.35079320601
669,2020.0,1210.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.3,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,29.82936948,61.2389031563
670,2020.0,1211.0,0.0,Muretto,emersa,CALCESTRUZZO,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.3,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,69.403590015,140.470100227
671,2020.0,863.0,9.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.96,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,37.92531078,77.4160204123
672,2020.0,863.0,10.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.98,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,30.661725405,62.8958056843
673,2020.0,863.0,11.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,3.01,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,95.63692924,192.655523258
674,2020.0,863.0,12.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.98,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,3.91278191,9.39760310511
675,2020.0,1065.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.78,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,6.440656225,14.3454283528
676,2020.0,1066.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.78,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,7.348574485,16.1714673185
677,2020.0,1067.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.9,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,5.40771382,12.3864051481
678,2020.0,1068.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.9,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,4.18389813,9.93953740188
679,2020.0,1069.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,3.1,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,3.90082371,9.3728399437
680,2020.0,1070.0,0.0,Muretto,emersa,CALCESTRUZZO DI TIPOLOGIA XS3 - C35/45,3.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,3.1,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,4.525872265,10.6230567407
681,2020.0,1071.0,0.0,Muretto,emersa,STRUTTURA IN ACCIAIO INOX AISI 304/L PIENA CON GUARNIZIONI PER LA TENUTA IDRAULICA,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.6,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,4.81673733,11.2042786267
682,2020.0,1072.0,0.0,Muretto,emersa,LEGNO,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,2.55,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,G41,Volo Costa 2019 AdbPo,60.840702675,123.270756325
683,2020.0,1073.0,0.0,Argine interno,emersa,TERRA,4.0,RAVENNA,N-S,Dati forniti dal Comune di Ravenna,3.8,0.0,0.0,0.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,56.06268457,113.733228745
684,2020.0,700.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,0.4933143,-1.63999999,1.61699998,70.0,18-20,25,240.0,Linea 2019,1978,STATO-OPERE MARITTIME,nessuno,,0,,G16,Volo Costa 2019 AdbPo,823.033640905,166.537162981
685,2020.0,701.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,0.15807317,-3.6099999,1.54900002,110.0,18-20,40,270.0,Linea 2019,1977,STATO-OPERE MARITTIME,nessuno,,0,,G17,Volo Costa 2019 AdbPo,1026.55486232,232.276175097
686,2020.0,702.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,0.09941176,-4.13000011,1.61300004,95.0,18-20,40,285.0,Linea 2019,1977,STATO-OPERE MARITTIME,nessuno,,0,,G17,Volo Costa 2019 AdbPo,869.77251269,204.127863455
687,2020.0,703.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,-0.0811143,-3.48000002,2.42700005,95.0,18-20,40,310.0,Linea 2019,1979,STATO-OPERE MARITTIME,nessuno,,0,,G17,Volo Costa 2019 AdbPo,906.468018845,203.194340046
688,2020.0,704.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,CESENATICO,NO-SE,SCOGLIERA,0.07159998,-3.13000011,2.0309999,95.0,18-20,35,350.0,Linea 2019,1979,STATO-OPERE MARITTIME,nessuno,,0,,G17,Volo Costa 2019 AdbPo,956.980973545,209.824291907
