,CATUE,ATTECONOM,CATIT,CATDIST,DANNO,CODCOM,AMBITOTER1,CODSCEN1,AMBITOTER2,CODSCEN2,AMBITOTER3,CODSCEN3,AMBITOTER4,CODSCEN4,CODAREA1,CODAREA2,CODAREA3,CODAREA4,RIS1,RIS2,RIS3,RIS4,RISMAX
253,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
254,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_802,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
255,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_130000000000_P3_RP_1274,,,,R4,,,,R4
256,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
257,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_817,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
258,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_818,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
259,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_130000000000_P3_RP_1274,,,,R4,,,,R4
260,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_080301000000_P2_RP_1192,,,,R3,,,,R3
261,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
262,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_080000000000_P2_RP_192,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
263,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_89,R3,,,R3,R3
264,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_110100000000_P2_RP_305,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
265,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
266,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti potenzialmente pericolosi ai fini di protezione civile,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
267,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti potenzialmente pericolosi ai fini di protezione civile,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_774,,,,R3,,,,R3
268,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,,,ITR081_110200000000_P2_RP_521,,,,R3,,,,R3
269,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
270,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
271,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,,,ITR081_110100000000_P2_RP_292,,,,R3,,,,R3
272,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti RIR,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
273,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti RIR,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
274,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_794,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
275,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
276,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_802,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
277,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
278,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,H,,,,,,,ITR081_160000000000_P3_RP_1435,,,,R4,,,,R4
279,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
280,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_825,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
281,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_110100000000_P2_RP_305,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
282,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
283,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_827,,,,R3,,,,R3
284,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_824,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
285,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
286,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
287,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
288,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
289,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_794,,,ITR081_ _P3_RSP_53,R3,,,R3,R3
290,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_784,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
291,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
292,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,ACM,L,RSP,M,ITR081_9999_P2_RP_800,,ITR081__P1_ACM_2,ITR081_ _P2_RSP_37,R3,,R2,R2,R3
293,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
294,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
295,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
296,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
297,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,RSP,M,ITR081_110200000000_P3_RP_1309,,,ITR081_ _P2_RSP_37,R4,,,R2,R4
298,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
299,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_826,,,ITR081_ _P3_RSP_111,R3,,,R3,R3
300,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_610,,,,R3,,,,R3
301,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_9999_P2_RP_802,,,,R3,,,,R3
302,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
303,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,RSP,M,ITR081_9999_P3_RP_1298,,,ITR081_ _P2_RSP_37,R4,,,R2,R4
304,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_781,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
305,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_781,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
306,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_080301000000_P3_RP_1375,,,,R4,,,,R4
307,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_110104000000_P3_RP_2022,,,,R4,,,,R4
308,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_110201000000_P3_RP_1312,,,,R4,,,,R4
309,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_800,,,ITR081_ _P2_RSP_36,R3,,,R2,R3
310,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
311,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti potenzialmente pericolosi ai fini di protezione civile,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
312,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
313,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_89,R3,,,R3,R3
314,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
315,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_826,,,ITR081_ _P3_RSP_114,R3,,,R3,R3
316,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_080000000000_P2_RP_192,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
317,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
318,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
319,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
320,AMBIENTE,B46,insediamenti produttivi o impianti tecnologici potenzialemente pericolosi dal punto di vista ambientale,impianti individuati nell'allegato I del D.L. 59/2005,D4,,RP,M,,,,,,,ITR081_160000000000_P2_RP_551,,,,R3,,,,R3
321,attivita economiche e sociali,B42,infrastrutture strategiche,dighe,D4,,RP,H,,,,,,,ITR081_080000000000_P3_RP_1379,,,,R4,,,,R4
322,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_617,,,,R3,,,,R3
323,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
324,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,,,ITR081_110104000000_P2_RP_468,,,,R3,,,,R3
325,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_784,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
326,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
327,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
328,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
329,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_824,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
330,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
331,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
332,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
333,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
334,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_825,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
335,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_080000000000_P2_RP_192,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
336,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_110000000000_P2_RP_744,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
337,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,M,ITR081_080000000000_P2_RP_192,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
338,attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,scuole,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_826,,,ITR081_ _P3_RSP_122,R3,,,R3,R3
339,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,H,,,,,,,ITR081_110100000000_P3_RP_1972,,,,R4,,,,R4
340,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_110200000000_P2_RP_541,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
341,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_823,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
342,Attivita economiche e sociali,B42,strutture strategiche e sedi di attivita collettive,insediamenti ospedalieri,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_818,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
343,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_080000000000_P2_RP_192,,,,R3,,,,R3
344,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
345,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_820,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
346,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_080300000000_P2_RP_1116,,,,R3,,,,R3
347,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_130000000000_P2_RP_743,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
348,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,RSP,M,ITR081_110200000000_P3_RP_1309,,,ITR081_ _P2_RSP_37,R4,,,R2,R4
349,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_824,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
350,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_080000000000_P2_RP_192,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
351,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_823,,,ITR081_ _P3_RSP_118,R3,,,R3,R3
352,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
353,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_824,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
354,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_826,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
355,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,,,ITR081_130000000000_P2_RP_617,,,,R3,,,,R3
356,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_821,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
357,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,M,ITR081_9999_P2_RP_794,,,ITR081_ _P2_RSP_37,R3,,,R2,R3
358,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_130000000000_P3_RP_1274,,,,R4,,,,R4
359,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_820,,,ITR081_ _P3_RSP_136,R3,,,R3,R3
360,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_130000000000_P3_RP_1550,,,,R4,,,,R4
361,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,H,,,,,,,ITR081_130000000000_P3_RP_1274,,,,R4,,,,R4
362,beni paesaggistici e culturali,B46,"beni ambientali, storici e culturali di rilevante interesse",beni culturali,D4,,RP,M,,,,,RSP,H,ITR081_9999_P2_RP_821,,,ITR081_ _P3_RSP_137,R3,,,R3,R3
